"dwc.scientificName","freq"
"Lepomis macrochirus speciosa",13
"Leporinus friderici",13
"Moxostoma",13
"Mullus auratus",13
"Opsanus pardus",13
"Oreochromis macrochir",13
"Prionotus roseus",13
"Rhabdalestes maunensis",13
"Rhomboplites aurorubens",13
"Serrasalmus rhombeus",13
"Strongylura notata",13
"Antennarius radiosus",12
"Awaous transandeanus",12
"Barbus afrovernayi",12
"Chaetodon ocellatus",12
"Chaetodon sedentarius",12
"Cichla ocellaris",12
"Diapterus rhombeus",12
"Hirundichthys rondeletii",12
"Hybognathus hayi",12
"Lutjanus jocu",12
"Megalops atlanticus",12
"Notropis megalops",12
"Paraclinus fasciatus",12
"Poptella orbicularis",12
"Serrasalmus medini",12
"Sphoeroides spengleri",12
"Urophycis cirrata",12
"Xiphophorus nigrensis",12
"Barbus bifrenatus",11
"Brevoortia smithi",11
"Ctenopharyngodon idella",11
"Cyprinodon elegans",11
"Etheostoma fusiforme",11
"Hemichromis elongatus",11
"Hepsetus odoe",11
"Herichthys carpintis",11
"Hiodon alosoides",11
"Hypoptopoma",11
"Ichthyomyzon castaneus",11
"Micralestes acutidens",11
"Mormyrus lacerda",11
"Morone saxatilis",11
"Nothobranchius taeniopygus",11
"Ogcocephalus parvus",11
"Poecilia sphenops",11
"Pontinus longispinis",11
"Prionotus pectoralis",11
"Pseudophallus starksii",11
"Seriola dumerili",11
"Serrasalmus irritans",11
"Syacium papillosum",11
"Synodontis nigromaculatus",11
"Trinectes paulistanus",11
"Anchoa lamprotaenia",10
"Anchoa mitchilli diaphana",10
"Antennarius scaber",10
"Bellator militaris",10
"Carassius auratus",10
"Cheilopogon heterurus",10
"Cichlasoma salvini",10
"Clarias gariepinus",10
"Coryphaena hippurus",10
"Crenicichla saxatilis",10
"Dionda sp. 3 - Colorado",10
"Dormitator latifrons",10
"Dorosoma",10
"Erimyzon oblongus claviformis",10
"Eucinostomus gracilis",10
"Eucinostomus harengulus",10
"Eugerres plumieri",10
"Gambusia regani",10
"Gila cypha",10
"Hemigrammocharax multifasciatus",10
"Lactophrys quadricornis",10
"Lutjanus novemfasciatus",10
"Lythrurus",10
"Menticirrhus focaliger",10
"Microgobius thalassinus",10
"Oncorhynchus mykiss",10
"Oreochromis andersonii",10
"Prionotus scitulus",10
"Sargochromis giardi",10
"Scomber japonicus",10
"Sphyraena borealis",10
"Sphyrna tiburo",10
"Tilapia ruweti",10
"Trachinocephalus myops",10
"Umbrina coroides",10
"Astyanax integer",9
"Auchenoglanis ngamensis",9
"Barbus haasianus",9
"Barbus puellus",9
"Brycon whitei",9
"Caulolatilus intermedius",9
"Cheirodontops geayi",9
"Clarias stappersii",9
"Cyprinella rutila",9
"Cyprinodon",9
"Diplectrum formosum",9
"Etheostoma spectabile x spectabile",9
"Gambusia gaigei",9
"Gila pandora",9
"Halichoeres bivittatus",9
"Halichoeres caudalis",9
"Hemigrammocharax machadoi",9
"Hemigrammus Arriba",9
"Hemiramphus brasiliensis",9
"Hippopotamyrus discorhynchus",9
"Hypsoblennius gentilis",9
"Ictalurus punctatus lupus",9
"Kyphosus saltatrix",9
"Labeo lunatus",9
"Mesonauta festivus",9
"Microgeophagus ramirezi",9
"Moxostoma erythrurum",9
"Notropis girardi",9
"Ogcocephalus radiatus",9
"Paralichthys squamilentus",9
"Platygobio gracilis",9
"Pomadasys bayanus",9
"Pterygoplichthys",9
"Rhinobatos lentiginosus",9
"Schizodon isognathus",9
"Scorpaena brasiliensis",9
"Synodontis nebulosus",9
"Triportheus angulatus",9
"Xiphophorus",9
"Acestrorhynchus microlepis",8
"Awaous tajasica",8
"Barbus eutaenia",8
"Bascanichthys scuticaris",8
"Bembrops gobioides",8
"Campostoma spadiceum",8
"Cichlasoma rostratum",8
"Coptostomobarbus wittei",8
"Creagrutus beni",8
"Dactylopterus volitans",8
"Dionda erimyzonops",8
"Dionda melanops",8
"Etheostoma lepidum x lepidum",8
"Gibbonsia elegans elegans",8
"Gonostoma elongatum",8
"Gymnothorax vicinus",8
"Gymnura micrura",8
"Hypsoblennius hentz",8
"Ichthyomyzon",8
"Ictiobus cyprinellus",8
"Mugil",8
"Mustelus canis",8
"Mycteroperca bonaci",8
"Nicholsina usta",8
"Notropis blennius",8
"Notropis maculatus",8
"Peristedion gracile",8
"Phoxinus erythrogaster",8
"Pimelodus blochii",8
"Pomacentrus variabilis",8
"Priapichthys annectens",8
"Prionotus tribulus crassiceps",8
"Selar crumenophthalmus",8
"Serraniculus pumilio",8
"Sphoeroides annulatus",8
"Sphoeroides nephelus",8
"Sternopygus macrurus",8
"Strongylura timucu",8
"Adontosternarchus devenanzii",7
"Alutera schoepfii",7
"Amblydoras",7
"Anisotremus surinamensis",7
"Apogon maculatus",7
"Barbus paludinosus",7
"Bathygobius andrei",7
"Bregmaceros atlanticus",7
"Cichlasoma octofasciatum",7
"Cichlasoma septemfasciatum",7
"Cichlasoma urophthalmus",7
"Cyprinella ornata",7
"Echiophis punctifer",7
"Elops",7
"Engyophrys senta",7
"Entomocorus gameroi",7
"Etheostoma collettei",7
"Etheostoma nigrum",7
"Eucinostomus",7
"Floridichthys carpio",7
"Gambusia hurtadoi",7
"Gambusia nobilis",7
"Gambusia punctata",7
"Gambusia sexradiata",7
"Gibbonsia vulgaris",7
"Gila nigrescens",7
"Gobioides broussonnetii",7
"Hyporhamphus meeki",7
"Lucania interioris",7
"Lutjanus colorado",7
"Malacoctenus triangulatus",7
"Membras vagrans",7
"Menidia audens",7
"Neoconger mucronatus",7
"Paraclinus marmoratus",7
"Percina sciera sciera",7
"Pimephales vigilax perspicuus",7
"Porichthys porosissimus",7
"Remora remora",7
"Rhinoptera bonasus",7
"Scorpaena dispar",7
"Stephanolepis setifer",7
"Symphurus diomedeanus",7
"Tetragonopterus argenteus",7
"Xiphophorus montezumae",7
"Actinopterygii",6
"Albula vulpes",6
"Aluterus heudelotii",6
"Bathygobius ramosus",6
"Bothus ocellatus",6
"Brachyhypopomus diazi",6
"Caranx",6
"Chasmodes bosquianus",6
"Chlorophthalmus agassizi",6
"Curimata cerasina",6
"Decapterus punctatus",6
"Dibranchus atlanticus",6
"Dionda ipni",6
"Esox lucius",6
"Etheostoma stigmaeum",6
"Etmopterus schultzi",6
"Etrumeus teres",6
"Fistularia tabacaria",6
"Fundulus nottii",6
"Geophagus jurupari",6
"Guavina guavina",6
"Gymnocorymbus thayeri",6
"Lepomis sp.",6
"Macrhybopsis australis",6
"Menidia clarkhubbsi",6
"Micropogonias furnieri",6
"Monacanthus ciliatus",6
"Moxostoma austrinum",6
"Odontoscion dentex",6
"Ogcocephalus declivirostris",6
"Oncorhynchus kisutch",6
"Perciformes",6
"Poecilopsetta beani",6
"Pomacentrus fuscus",6
"Pteronotropis hubbsi",6
"Sciaenidae",6
"Sphoeroides dorsalis",6
"Steindachneria argentea",6
"Thalassoma bifasciatum",6
"Tilapia mossambica",6
"Trachinotus goodei",6
"Tylosurus crocodilus",6
"Abudefduf analogus",5
"Aluterus scriptus",5
"Anchoviella elongata",5
"Anisotremus virginicus",5
"Bairdiella ronchus",5
"Barbus fasciolatus",5
"Bembrops anatirostris",5
"Brevoortia tyrannus",5
"Caelorinchus caribbaeus",5
"Carpiodes",5
"Catostomidae",5
"Centrarchidae",5
"Cichlasoma sajica",5
"Cottus carolinae",5
"Ctenogobius pseudofasciatus",5
"Epinephelus morio",5
"Etheostoma flabellare",5
"Etheostoma lugoi",5
"Etheostoma spectabile x Percina sciera",5
"Fundulus dispar",5
"Gambusia affinis x georgei",5
"Gambusia holbrooki",5
"Haemulon plumieri",5
"Harengula clupeola",5
"Hemigrammus",5
"Hemigrammus barrigonae",5
"Holacanthus bermudensis",5
"Hypsoblennius striatus",5
"Ictalurus sp.",5
"Labeo cylindricus",5
"Labrisomus xanti",5
"Lepomis cyanellus x macrochirus",5
"Lepomis sp. X sp.",5
"Melaniris chagresi",5
"Moxostoma albidum",5
"Moxostoma congestum congestum",5
"Noturus exilis",5
"Noturus flavus",5
"Ophidion grayi",5
"Opsanus tau",5
"Perca flavescens",5
"Percina sciera apristis",5
"Polymixia lowei",5
"Pristipomoides andersoni",5
"Pseudophallus elcapitanensis",5
"Pseudoplatystoma fasciatum",5
"Pterygoplichthys anisitsi",5
"Pterygoplichthys disjunctivus",5
"Rhamphichthys marmoratus",5
"Seriola rivoliana",5
"Serranus phoebe",5
"Sphyrna lewini",5
"Stegastes variabilis",5
"Syngnathus pelagicus",5
