"dwc.preparations","freq"
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 6; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 6; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 62; Gift Specimen(s) - 63; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 7",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 8; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 8; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 3",1
"tissue (95% ethanol) - 1; whole organism (C & S) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 1; 35 mm slide - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 1; EOD Recording - 1; 35 mm slide - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 1; photograph - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 1; photograph - 1; EOD Recording - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 10",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 11",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 11; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 12",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 12; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% etha",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 125; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 13; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 14; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 141; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 15",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 16",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 16; EOD Recording - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 16; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 16; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 17",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 17; EOD Recording - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 18; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 2; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 20; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 214",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 22",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 23",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 24; EOD Recording - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 25",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 3; EOD Recording - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 3; Gift Specimen(s) - 8; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 3; photograph - 2; tissue (95% ethanol) - 1; EOD Recording - 3",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 3; tissue (95% ethanol) - 1; EOD Recording - 2",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 30; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 34",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 4; EOD Recording - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 4; Gift Specimen(s) - 3",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 4; whole organism (C & S) - 2",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 42",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 44",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 47; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 5; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 5; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; Gift Specimen(s) - 5",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 5; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 52; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 56; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 6; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 6; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 67; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 7",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 7; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 7; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 7; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 8; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 85; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 9; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; whole organism (ethanol) - 9; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethan",1
"tissue (95% ethanol) - 1; whole organism (isopropanol) - 12",1
"tissue (95% ethanol) - 1; whole organism (isopropanol) - 2",1
"tissue (95% ethanol) - 1; whole organism (isopropanol) - 3",1
"tissue (95% ethanol) - 1; whole organism (isopropanol) - 36",1
"tissue (95% ethanol) - 1; whole organism (isopropanol) - 4",1
"tissue (95% ethanol) - 1; whole organism (isopropanol) - 57",1
"tissue (95% ethanol) - 10; EOD Recording - 3; whole organism (ethanol) - 3; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; Gift Specimen(s) - 10; whole organism (ethanol) - 11",1
"tissue (95% ethanol) - 10; Gift Specimen(s) - 10; whole organism (ethanol) - 9; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; Gift Specimen(s) - 10; whole organism (ethanol) - 9; whole organism (C & S) - 1; tissue (95% ethanol) - 1; body parts (ethanol) - 1",1
"tissue (95% ethanol) - 10; Gift Specimen(s) - 14; whole organism (ethanol) - 14",1
"tissue (95% ethanol) - 10; Gift Specimen(s) - 15; tissue (95% ethanol) - 1; whole organism (ethanol) - 14; body parts (ethanol) - 1; whole organism (C & S) - 2",1
"tissue (95% ethanol) - 10; Gift Specimen(s) - 19; whole organism (ethanol) - 19",1
"tissue (95% ethanol) - 10; Gift Specimen(s) - 2; whole organism (ethanol) - 4",1
"tissue (95% ethanol) - 10; Gift Specimen(s) - 27; whole organism (ethanol) - 28",1
"tissue (95% ethanol) - 10; Gift Specimen(s) - 3",1
"tissue (95% ethanol) - 10; Gift Specimen(s) - 5; tissue (95% ethanol) - 1; whole organism (ethanol) - 5",1
"tissue (95% ethanol) - 10; Gift Specimen(s) - 6; whole organism (ethanol) - 5",1
"tissue (95% ethanol) - 10; Gift Specimen(s) - 6; whole organism (ethanol) - 6",1
"tissue (95% ethanol) - 10; Gift Specimen(s) - 7; whole organism (ethanol) - 6; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; Gift Specimen(s) - 7; whole organism (ethanol) - 8",1
"tissue (95% ethanol) - 10; Gift Specimen(s) - 77; whole organism (ethanol) - 78; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; photograph - 1; whole organism (ethanol) - 1; EOD Recording - 1",1
"tissue (95% ethanol) - 10; photograph - 2; whole organism (ethanol) - 5; tissue (95% ethanol) - 1; EOD Recording - 4; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; skeleton (dry) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; body parts (ethanol) - 1; whole organism (C & S) - 2; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (et",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; Gift Specimen(s) - 24; whole organism (ethanol) - 24",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; Gift Specimen(s) - 3; whole organism (ethanol) - 3",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; Gift Specimen(s) - 3; whole organism (ethanol) - 4",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; EOD Recording - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 7; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; Gift Specimen(s) - 3; whole organism (ethanol) - 4",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; skeleton (dry) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; skeleton (dry) - 1; whole organism (C & S) - 1; whole organism (ethanol) - 7; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; EOD Recording - 3; whole organism (ethanol) - 4; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; Gift Specimen(s) - 21; tissue (95% ethanol) - 1; whole organism (ethanol) - 21",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 22; tissue (95% eth",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 11",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 22; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% eth",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 26",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 8; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 34; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 78; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 9; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% etha",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (isopropanol) - 7; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95%",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (C & S) - 2; tissue (95% ethanol) - 1; whole organism (ethanol) - 111",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 29; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 29; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% eth",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 3",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 4; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 7; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 74; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 89; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 9; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% etha",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 105; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 110",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 14",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 16",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 19",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 20; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 29",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 3; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 34; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 4; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 5; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 56; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 6; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 6; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 7",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 7; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 7; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (isopropanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (isopropanol) - 2",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 2",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (C & S) - 1; whole organism (ethanol) - 13; body parts (ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 10; Gift Specimen(s) - 11",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 12",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 12; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% eth",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 13",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 15",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 15; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 18",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 18; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 180; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 19; Gift Specimen(s) - 4; Gift Specimen(s) - 1; Gift Specimen(s) - 1; tissue (95% ethanol) - 1; whole organism (C & S) - 2; Gift Specimen(s) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 19; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 2; photograph - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 20",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 201",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 21",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 25",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 26",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 37",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 38",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 39",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 4; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 40",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 47",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 47; Gift Specimen(s) - 47",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 49",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 50; whole organism (C & S) - 2; body parts (ethanol) - 1; body parts (ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 59",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 68; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 7",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 7; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 70; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 73",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 9; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% etha",1
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (isopropanol) - 71",1
"tissue (95% ethanol) - 10; whole organism (C & S) - 1; whole organism (ethanol) - 14; body parts (ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (C & S) - 2; tissue (95% ethanol) - 1; whole organism (ethanol) - 27; body parts (ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 1; 35 mm slide - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 1; Gift Specimen(s) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 1; Gift Specimen(s) - 2",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 1; photograph - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 1; whole organism (ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 100; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 104; Gift Specimen(s) - 10",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 12",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 13; Gift Specimen(s) - 11; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 14; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 14; whole organism (C & S) - 3",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 16; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 164; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (C & S) - 4; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 165; Gift Specimen(s) - 165; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 17",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 17; tissue (95% ethanol) - 1; Gift Specimen(s) - 16",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 17; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 3; whole organism (ethanol) - 3",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 170",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 18",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 18; Gift Specimen(s) - 17",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 18; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 19",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 19; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 19; tissue (95% ethanol) - 1; Gift Specimen(s) - 19",1
"tissue (95% ethanol) - 10; whole organism (ethanol) - 2; Gift Specimen(s) - 1",1
