"dwc.scientificName","freq"
"Hybopsis amnis",2
"Hybopsis plumbea",2
"Hybopsis rubrifrons",2
"Hybopsis storeriana",2
"Hypophthalmichthys nobilis",2
"Hypsoblennius ionthas",2
"Hysterocarpus traskii",2
"Ictalurus",2
"Ictiobus",2
"Imostoma shumardi",2
"Labeo victorianus",2
"Lampetra",2
"Lampetra tridentata",2
"Lepomis machrochirus",2
"Lepomis megalotis × macrochirus",2
"Luxilus chrysocephalus × Chrosomus erythrogaster",2
"Luxilus chrysocephalus × Nocomis biguttatus",2
"Luxilus chrysocephalus × Notropis photogenis",2
"Luxilus cornutus × Nocomis micropogon",2
"Lythrurus ardens fasciolaris",2
"Lythrurus matutinus",2
"Margariscus nachtriebi",2
"Mastacembelus",2
"Menticirrhus americanus",2
"Menticirrhus littoralis",2
"Micropterus cf. coosae (Savannah River Basin)",2
"Micropterus salmoides × punctulatus",2
"Moxostoma cervinum",2
"Moxostoma rupiscartes",2
"Myoxocephalus thompsonii",2
"Nocomis",2
"Nocomis micropogon × Semotilus atromaculatus",2
"Notropis ammophilus",2
"Notropis asperifrons",2
"Notropis lutrensis",2
"Notropis ortenburgeri",2
"Notropis spilopterus × whipplei",2
"Noturus flavater",2
"Noturus flavipinnis",2
"Noturus furiosus",2
"Noturus leptocanthus",2
"Noturus natalis",2
"Noturus taylori",2
"Novumbra hubbsi",2
"Oncorhynchus apache",2
"Oncorhynchus mykiss gilberti",2
"Oreochromis leucostictus",2
"Oreochromis niloticus",2
"Osteoglossum bicirrhosum",2
"Percina aurantiaca",2
"Percina caprodes × Etheostoma caeruleum",2
"Phenacobius crassilabrum",2
"Pholis laeta",2
"Pimephales notatus × promelas",2
"Pimephales notaus",2
"Pimephales vigilax perspicuus",2
"Poecilia",2
"Poecilia butleri",2
"Poecilichthys camurus",2
"Poecilichthys zonalis",2
"Pogonias cromis",2
"Pollachius virens",2
"Pomoxis",2
"Pseudoxiphophorus bimaculatus",2
"Pteronotropis hubbsi",2
"Pteronotropis hypselopterus",2
"Pteronotropis signipinnis",2
"Ptychocheilus umpquae",2
"Rachycentron canadum",2
"Raja eglanteria",2
"Rhizoprionodon terraenovae",2
"Salmo",2
"Salmo clarki henshawi",2
"Salmo gairdnerii irideus",2
"Scaphirhynchus platorynchus",2
"Selar crumenophthalmus",2
"Semotilus atromaculatus × Campostoma anomalum",2
"Sorubim lima",2
"Sphoeroides maculatus",2
"Syngnathus",2
"Syngnathus floridae",2
"Synodus foetens",2
"Thaleichthys pacificus",2
"Thoburnia rhothoeca",2
"Trachinotus carolinus",2
"Xenotoca eiseni",2
"Zoarces americanus",2
"Zoogoneticus quitzeoensis",2
"Abramis brama",1
"Acanthogobius flavimanus",1
"Acanthurus nigrofuscus",1
"Acanthurus randalli",1
"Adinia xenica",1
"Allodontichthys tamazulae",1
"Allotoca",1
"Alosa ohiensis",1
"Alphestes immaculatus",1
"Amatitlania nigrofasciata",1
"Ambloplites rupestras",1
"Amblyopsis hoosieri",1
"Amblyopsis spelaea",1
"Ameiurus platycephalus",1
"Ammocrypta beani",1
"Ammodytes",1
"Ammodytes hexapterus",1
"Amphilophus longimanus",1
"Amphiodon alosoides",1
"Anableps dowei",1
"Anchoa hepsetus",1
"Anoplarchus purpurescens",1
"Archocentrus spilurus",1
"Archosargus probatocephalus",1
"Ariopsis assimilis",1
"Arius felis",1
"Artedius fenestralis",1
"Ataeniobius toweri",1
"Atractoseus spatula",1
"Aulorhynchus flavidus",1
"Bairdiella chrysoura",1
"Blicca bjoerkna",1
"Campostoma anomalum × Hybopsis biguttatus",1
"Campostoma anomalum × Notropis chrysocephalus",1
"Campostoma ornatum",1
"Campostoma pauciradii",1
"Carangidae",1
"Caranx hippos",1
"Carassius auratus gibelio",1
"Carcharhinus limbatus",1
"Catostomas commersoni",1
"Catostomus clarkii",1
"Catostomus columbianus",1
"Catostomus commersonnii",1
"Catostomus platyrhynchus",1
"Centrarchidae",1
"Centropomus undecimalis",1
"Centropristis philadelphica",1
"Centropristis striata",1
"Chaetodipterus faber",1
"Chaetodon humeralis",1
"Chapalichthys pardalis",1
"Characidae",1
"Chirostoma",1
"Chirostoma chapalae",1
"Chirostoma jordani",1
"Chirostoma riojai",1
"Chitala chitala",1
"Chloroscombrus chrysurus",1
"Chologaster agassizii",1
"Chromis enchrysurus",1
"Cichlasoma",1
"Cichlasoma cyanoguttatum",1
"Cichlasoma managuense",1
"Cichlasoma nigrofasciatum",1
"Cichlasoma steindachneri",1
"Cichlasoma urophthalma",1
"Citharichthys sordidus",1
"Clarias mossambicus",1
"Clinocottus globiceps",1
"Clinostomus elongatus × Phoxinus erythrogaster",1
"Clinostomus funduloides × Chrosomus erythrogaster",1
"Clupea pallasi",1
"Clupeidae",1
"Colisa lalia",1
"Colossoma",1
"Colossoma macropomum",1
"Coregonus artedii",1
"Coregonus nipigon",1
"Cottus bairdi bairdi",1
"Cottus caeruleomentum",1
"Cottus kanawhae",1
"Cottus pygmaeus",1
"Crenicichla saxatilis",1
"Ctenogobius boleosoma",1
"Ctenogobius shufeldti",1
"Cymatogaster aggregata",1
"Cynoscion nebulosus",1
"Cynoscion nothus",1
"Cyprinella caerulea",1
"Cyprinella callitaenia",1
"Cyprinella spiloptera × Lythrurus umbratilis",1
"Cyprinella spilopterus × Luxilus chrysocephalus",1
"Cyprinella zonistius",1
"Dactylopterus volitans",1
"Dasyatis say",1
