"dwc.scientificName","freq"
"Lepomis macrochirus x L. humilis",5
"Lepophidium brevibarbe",5
"Lethenteron appendix",5
"Lycodes brevipes",5
"Lycodes diapterus",5
"Lythrurus atrapiculus",5
"Mayaheros urophthalmus",5
"Menidia menidia",5
"Micropterus coosae",5
"Morone saxatilis",5
"Mystus cavasius",5
"Nangra nangra",5
"Nocomis effusus",5
"Notropis altipinnis",5
"Notropis hypsilepis",5
"Notropis oxyrhynchus",5
"Notropis procne",5
"Notropis scepticus",5
"Notropis simus",5
"Notropis wickliffi",5
"Oncorhynchus keta",5
"Oreochromis aureus",5
"Pantodon buchholzi",5
"Pareques acuminatus",5
"Peprilus paru",5
"Percina roanoka",5
"Phenacobius uranops",5
"Plectroglyphidodon johnstonianus",5
"Pleurogrammus monopterygius",5
"Pleuronichthys coenosus",5
"Poeciliopsis gracilis",5
"Polydactylus octonemus",5
"Pomadasys sp.",5
"Pomatomus saltatrix",5
"Prionotus roseus",5
"Prionotus scitulus",5
"Pseudecheneis sulcata",5
"Psilorhynchus pseudecheneis",5
"Pterolebias sp.",5
"Ptychocheilus grandis",5
"Pungitius pungitius",5
"Rasbora lateristriata",5
"Rhinecanthus aculeatus",5
"Richardsonius egregius",5
"Salmo trutta",5
"Salvelinus namaycush",5
"Satanoperca sp.",5
"Scartella cristata",5
"Schistura savona",5
"Schizothorax macrophthalmus",5
"Schizothorax raraensis",5
"Scophthalmus aquosus",5
"Sebastes aleutianus",5
"Sebastes alutus",5
"Sebastes babcocki",5
"Sebastes maliger",5
"Selene setapinnis",5
"Serranus phoebe",5
"Setarches longimanus",5
"Silvinichthys mendozensis",5
"Sphoeroides maculatus",5
"Squalus suckleyi",5
"Stegastes nigricans",5
"Stellifer lanceolatus",5
"Syngnathus leptorhynchus",5
"Systomus sarana",5
"Tor sp.",5
"Trachinotus falcatus",5
"Trichomycterus chungaraensis",5
"Typhlichthys subterraneus",5
"Abudefduf saxatilis",4
"Acanthurus nigrofuscus",4
"Acanthurus triostegus",4
"Agonopsis vulsa",4
"Ailia coila",4
"Aluterus schoepfii",4
"Amatitlania nigrofasciata",4
"Amphiprion melanopus",4
"Ancistrus sp.",4
"Aphyocharax sp.",4
"Aptocyclus ventricosus",4
"Archosargus probatocephalus",4
"Arctozenus risso",4
"Argyropelecus aculeatus",4
"Artedius lateralis",4
"Astyanax -B-",4
"Atherinella crystallina",4
"Avocettina infans",4
"Barilius sp.",4
"Batasio tengana",4
"Bathygobius ramosus",4
"Bathygobius sp.",4
"Bathyraja interrupta",4
"Bathyraja trachura",4
"Benthosema pterotum",4
"Bryconamericus -I-",4
"Bujurquina sp.",4
"Bunocephalus sp.",4
"Canthophrys gongota",4
"Carapus bermudensis",4
"Catostomus tahoensis",4
"Ceratoscopelus warmingii",4
"Cercamia eremia",4
"Chaetodon citrinellus",4
"Chaetodon ocellatus",4
"Chaetodon sedentarius",4
"Chitonotus pugetensis",4
"Chologaster cornuta",4
"Chrysiptera cyanea",4
"Clarias gariepinus",4
"Clinocottus globiceps",4
"Clinostomus elongatus",4
"Cottus perplexus",4
"Creagrutus -B-",4
"Cynoscion nothus",4
"Cyprinella callisema",4
"Cyprinella labrosa",4
"Cyprinella nivea",4
"Cyprinella panarcys",4
"Cyprinella pyrrhomelas",4
"Cyprinella zanema",4
"Cyprinodon atrorus",4
"Dascyllus aruanus",4
"Diplophos taenia",4
"Dormitator maculatus",4
"Echeneis naucrates",4
"Entosphenus tridentatus",4
"Erethistoides ascita",4
"Esox vermiculatus",4
"Etheostoma barrenense",4
"Etheostoma fonticola",4
"Etheostoma fusiforme barratti",4
"Etheostoma sanguifluum",4
"Etheostoma spectabile pulchellum",4
"Etheostoma striatulum",4
"Exoglossum laurae",4
"Fundulus diaphanus menona",4
"Fundulus julisia",4
"Fundulus parvipinnis",4
"Galeus sauteri",4
"Gambusia senilis",4
"Gephyrocharax atracaudatus",4
"Gobiesox sp.",4
"Gymnocorymbus sp.",4
"Gymnothorax sp.",4
"Haemulon aurolineatum",4
"Helicophagus waandersii",4
"Hemibrycon -A-",4
"Hemibrycon polyodon",4
"Hemilepidotus jordani",4
"Hemilepidotus zapus",4
"Hemitremia flammea",4
"Heterandria formosa",4
"Hoplostethus crassispinus",4
"Hybopsis rubrifrons",4
"Hypentelium roanokense",4
"Hysteronotus -B-",4
"Ictalurus lupus",4
"Ictiobus bubalus x I. cyprinellus",4
"Jordanella floridae",4
"Kathetostoma albigutta",4
"Leiodon cutcutia",4
"Lepidomeda copei",4
"Lepomis cyanellus x L. megalotis",4
"Lepomis humilis x L. macrochirus",4
"Lepophidium jeannae",4
"Leptolucania ommata",4
"Leuroglossus schmidti",4
"Lobotes surinamensis",4
"Lophiomus setigerus",4
"Lophogobius cyprinoides",4
"Lucania goodei",4
"Lutjanus colorado",4
"Luxilus cornutus x Notropis rubellus",4
"Luxilus cornutus x Semotilus atromaculatus",4
"Luxilus zonistius",4
"Malacocottus zonurus",4
"Maurolicus weitzmani",4
"Mayaheros beani",4
"Membras martinica",4
"Menticirrhus undulatus",4
"Merluccius productus",4
"Moenkhausia sp.",4
"Moxostoma lachneri",4
"Mugil sp.",4
"Mullus auratus",4
"Mylocheilus caurinus",4
"Myrophis punctatus",4
"Mystus bleekeri",4
"Nandus nandus",4
"Nannobrachium ritteri",4
"Nematogenys inermis",4
"Nemichthys scolopaceus",4
"Neomerinthe hemingwayi",4
"Notropis asperifrons",4
"Notropis chihuahua",4
"Notropis chiliticus",4
"Notropis perpallidus",4
"Notropis scabriceps",4
"Notropis uranoscopus",4
"Noturus elegans",4
"Noturus marginatus",4
"Ogcocephalus radiatus",4
"Ophiodon elongatus",4
"Opsariichthys uncirostris",4
"Oreoleuciscus potanini",4
"Orestias parinacotensis",4
"Osteoglossum bicirrhosum",4
"Ostichthys trachypoma",4
"Ostorhinchus nigrofasciatus",4
"Otocinclus sp.",4
"Oxylebius pictus",4
"Pagrus pagrus",4
"Paralichthys dentatus",4
"Parexocoetus brachypterus",4
"Parupeneus multifasciatus",4
"Peprilus burti",4
"Percina crassa",4
"Percina sp.",4
"Phenacobius catostomus",4
"Phenacobius teretulus",4
"Pimelodus sp. i",4
"Pleuronichthys verticalis",4
"Poecilia mexicana",4
"Poeciliopsis turrubarensis",4
"Pomacanthus semicirculatus",4
"Pomacentrus imitator",4
"Prionotus ophryas",4
"Pristiapogon exostigma",4
"Prosopium cylindraceum",4
"Pseudecheneis serracula",4
"Pteronotropis euryzonus",4
"Pteronotropis hubbsi",4
"Pterygotrigla hemisticta",4
"Puntius chola",4
"Radulinus asprellus",4
"Rhamdia quelen",4
"Rhinichthys sp.",4
"Rita rita",4
"Roeboides bouchellei",4
