"dwc.scientificName","freq"
"Thunnus atlanticus",4
"Trematomus bernacchii",4
"Trematomus hansoni",4
"Trigonolampa miriceps",4
"Ventrifossa macropogon",4
"Zenion hololepis",4
"Ablennes hians",3
"Abudefduf saxatilis",3
"Abyssobrotula galatheae",3
"Acipenser schrenckii",3
"Agonopsis vulsa",3
"Ahlia egmontis",3
"Albula vulpes",3
"Alburnus albidus",3
"Aldrovandia oleosa",3
"Aldrovandia rostrata",3
"Alopias superciliosus",3
"Alosa",3
"Anarhichas minor",3
"Anthias nicholsi",3
"Antigonia combatia",3
"Apagesoma edentatum",3
"Apogon",3
"Apristurus profundurum",3
"Argyropelecus affinis",3
"Argyrosomus inodorus",3
"Ariopsis felis",3
"Aristostomias grimaldii",3
"Aristostomias xenostoma",3
"Astronesthes",3
"Aulorhynchus flavidus",3
"Avocettina infans",3
"Barbantus curvifrons",3
"Barbatula barbatula",3
"Bathygadus macrops",3
"Bathygobius soporator",3
"Bathymaster caeruleofasciatus",3
"Bathyraja richardsoni",3
"Bembrops gobioides",3
"Benthocometes robustus",3
"Benthodesmus simonyi",3
"Bolinichthys photothorax",3
"Boreogadus saida",3
"Borostomias elucens",3
"Bregmaceros mcclellandi",3
"Brosme brosme",3
"Brotula barbata",3
"Bryozoichthys lysimus",3
"Bryx dunckeri",3
"Carcharias taurus",3
"Catostomus commersoni",3
"Caulolatilus microps",3
"Ceratoscopelus warmingii",3
"Chaenocephalus aceratus",3
"Chaunax",3
"Chaunax stigmaeus",3
"Chilorhinus suensonii",3
"Chologaster cornuta",3
"Chriodorus atherinoides",3
"Citharichthys cornutus",3
"Corvula sanctaeluciae",3
"Cottus kanawhae",3
"Ctenosciaena gracilicirrhus",3
"Cyclothone pallida",3
"Dasyatis",3
"Diaphus",3
"Diaphus subtilis",3
"Diplacanthopoma",3
"Diplodus holbrookii",3
"Dormitator maculatus",3
"Echeneis neucratoides",3
"Echiodon dawsoni",3
"Elassoma evergladei",3
"Epinephelus nigritus",3
"Erimyzon",3
"Esox masquinongy",3
"Etheostoma simotarum",3
"Etheostoma variatum",3
"Eucinostomus gracilis",3
"Eustomias bigelowi",3
"Eustomias jimcraddocki",3
"Evermannella indica",3
"Fenestraja plutonia",3
"Fistularia petimba",3
"Fowlerichthys radiosus",3
"Fundulus diaphanus diaphanus",3
"Fundulus nottii",3
"Gadus macrocephalus",3
"Gadus morhua",3
"Gadus ogac",3
"Gaidropsarus ensis",3
"Galeocerdo cuvier",3
"Gephyroberyx darwinii",3
"Gigantura indica",3
"Gobio gobio",3
"Gonostoma",3
"Gymnarchus niloticus",3
"Gymnelus retrodorsalis",3
"Gymnothorax nigromarginatus",3
"Gymnura altavela",3
"Haemulon album",3
"Haemulon parra",3
"Hemiramphus balao",3
"Heptranchias perlo",3
"Hexagrammos decagrammus",3
"Hexagrammos stelleri",3
"Hexanchus griseus",3
"Hirundichthys rondeletii",3
"Hybopsis",3
"Hybopsis rubrifrons",3
"Hygophum taaningi",3
"Hyperoglyphe bythites",3
"Hypsoblennius ionthas",3
"Jordanella floridae",3
"Katsuwonus pelamis",3
"Kyphosus incisor",3
"Lepidophanes gaussi",3
"Lepomis humilis",3
"Lepomis punctatus",3
"Lepophidium jeannae",3
"Leptocottus armatus",3
"Leptostomias",3
"Leuciscus leuciscus",3
"Lucania goodei",3
"Lutjanus campechanus",3
"Lycodes seminudus",3
"Macrodon ancylodon",3
"Malacanthus plumieri",3
"Mallotus villosus",3
"Melamphaes typhlops",3
"Melanolagus bericoides",3
"Mentodus facilis",3
"Microgadus proximus",3
"Myctophum obtusirostre",3
"Nannobrachium atrum",3
"Neoepinnula americana",3
"Notoscopelus bolini",3
"Notoscopelus resplendens",3
"Notropis dorsalis",3
"Notropis lutipinnis",3
"Notropis stramineus",3
"Noturus eleutherus",3
"Odontaspis taurus",3
"Odontostomops normalops",3
"Oncorhynchus clarkii UTAH",3
"Oncorhynchus kisutch",3
"Ophioblennius atlanticus",3
"Paralonchurus brasiliensis",3
"Paranthias furcifer",3
"Parapsettus panamensis",3
"Parasudis fraserbrunneri",3
"Pareques umbrosus",3
"Parexocoetus hillianus",3
"Parophrys vetulus",3
"Percina evides",3
"Photonectes",3
"Platybelone argalus argalus",3
"Pomacanthus arcuatus",3
"Pomadasys",3
"Pomadasys argenteus",3
"Porogadus",3
"Poromitra capito",3
"Prognathodes aya",3
"Protomyctophum arcticum",3
"Protosciaena trewavasae",3
"Pterois volitans",3
"Pteronotropis hypselopterus",3
"Pterycombus brama",3
"Raja bathyphila",3
"Raja laevis",3
"Rajella bigelowi",3
"Ranzania laevis",3
"Reinhardtius hippoglossoides",3
"Ronquilus jordani",3
"Sardinella aurita",3
"Saurida brasiliensis",3
"Saurida undosquamis",3
"Scarus iseri",3
"Scopelosaurus",3
"Scorpaena agassizii",3
"Semotilus thoreauianus",3
"Spectrunculus",3
"Sphoeroides pachygaster",3
"Stathmonotus tekla",3
"Stenotomus caprinus",3
"Stephanolepis setifer",3
"Sternoptyx pseudobscura",3
"Syngnathus fuscus LOUISIANAE",3
"Syngnathus leptorhynchus",3
"Synodus poeyi",3
"Theragra chalcogramma",3
"Thymallus arcticus",3
"Trachurus trachurus",3
"Ulaema lefroyi",3
"Umbrina coroides",3
"Xanthichthys ringens",3
"Abudefduf vaigiensis",2
"Acanthocybium solandri",2
"Acanthurus bahianus",2
"Acanthurus chirurgus",2
"Acanthurus coeruleus",2
"Acantopsis",2
"Acipenser stellatus",2
